Sample,Family,Genus,Species,Count
MF-INB4-3,Labridae,Coris,auricularis,5
MF-INB4-3,Monacanthidae,Meuschenia,galii,1
MF-INB4-3,Myliobatidae,Myliobatis,australis,3
MF-INB4-3,Labridae,Notolabrus,parilus,2
MF-INB4-3,Labridae,Ophthalmolepis,lineolatus,18
MF-INB4-3,Labridae,Pictilabrus,laticlavius,1
MF-INB4-3,Labridae,Pseudolabrus,biserialis,4
MF-INB4-3,Odacidae,Siphonognathus,beddomei,1
MF-INB4-4,Labridae,Bodianus,frenchii,1
MF-INB4-4,Monacanthidae,Meuschenia,flavolineata,2
MF-INB4-4,Monacanthidae,Meuschenia,galii,2
MF-INB4-4,Myliobatidae,Myliobatis,australis,1
MF-INB4-4,Labridae,Notolabrus,parilus,1
MF-INB4-4,Odacidae,Odax,cyanomelas,1
MF-INB4-4,Labridae,Ophthalmolepis,lineolatus,12
MF-INB4-4,Labridae,Pictilabrus,laticlavius,1
MF-INB4-4,Carangidae,Pseudocaranx,spp,1
MF-INB4-4,Labridae,Pseudolabrus,biserialis,2
MF-INB4-4,Urolophidae,Trygonoptera,ovalis,1
MF-INB4-5,Labridae,Coris,auricularis,8
MF-INB4-5,Labridae,Eupetrichthys,angustipes,1
MF-INB4-5,Myliobatidae,Myliobatis,australis,1
MF-INB4-5,Labridae,Ophthalmolepis,lineolatus,1
MF-INB4-5,Carangidae,Pseudocaranx,spp,16
MF-INB4-5,Carangidae,Seriola,hippos,1
MF-INB5-1,Labridae,Coris,auricularis,4
MF-INB5-1,Myliobatidae,Myliobatis,australis,2
MF-INB5-1,Scorpididae,Neatypus,obliquus,2
MF-INB5-1,Labridae,Notolabrus,parilus,1
MF-INB5-1,Labridae,Ophthalmolepis,lineolatus,8
MF-INB5-1,Carangidae,Pseudocaranx,spp,7
MF-INB5-1,Labridae,Pseudolabrus,biserialis,1
MF-INB5-1,Mullidae,Upeneichthys,vlamingii,2
MF-INB5-2,Labridae,Coris,auricularis,6
MF-INB5-2,Labridae,Eupetrichthys,angustipes,1
MF-INB5-2,Myliobatidae,Myliobatis,australis,2
MF-INB5-2,Scorpididae,Neatypus,obliquus,7
MF-INB5-2,Labridae,Ophthalmolepis,lineolatus,7
MF-INB5-2,Carangidae,Pseudocaranx,spp,6
MF-INB5-2,Urolophidae,Trygonoptera,ovalis,1
MF-INB5-3,Labridae,Bodianus,frenchii,1
MF-INB5-3,Serranidae,Caesioperca,rasor,2
MF-INB5-3,Berycidae,Centroberyx,lineatus,10
MF-INB5-3,Chaetodontidae,Chelmonops,curiosus,1
MF-INB5-3,Labridae,Coris,auricularis,1
MF-INB5-3,Muraenidae,Gymnothorax,prasinus,1
MF-INB5-3,Kyphosidae,Kyphosus,sydneyanus,1
MF-INB5-3,Monacanthidae,Meuschenia,galii,2
MF-INB5-3,Monacanthidae,Meuschenia,hippocrepis,1
MF-INB5-3,Myliobatidae,Myliobatis,australis,2
MF-INB5-3,Scorpididae,Neatypus,obliquus,9
MF-INB5-3,Cheilodactylidae,Nemadactylus,valenciennesi,1
MF-INB5-3,Labridae,Notolabrus,parilus,1
MF-INB5-3,Labridae,Ophthalmolepis,lineolatus,8
MF-INB5-3,Sparidae,Pagrus,auratus,2
MF-INB5-3,Haemulidae,Plectorhinchus,flavomaculatus,1
MF-INB5-3,Carangidae,Pseudocaranx,spp,10
MF-INB5-3,Labridae,Pseudolabrus,biserialis,12
MF-INB5-3,Scorpididae,Scorpis,georgiana,1
MF-INB5-3,Carangidae,Seriola,hippos,1
MF-INB5-4,Labridae,Coris,auricularis,1
MF-INB5-4,Girellidae,Girella,zebra,1
MF-INB5-4,Monacanthidae,Meuschenia,flavolineata,1
MF-INB5-4,Labridae,Notolabrus,parilus,1
MF-INB5-4,Labridae,Ophthalmolepis,lineolatus,6
MF-INB5-4,Pomacentridae,Parma,occidentalis,1
MF-INB5-4,Carangidae,Pseudocaranx,spp,10
MF-INB5-4,Labridae,Pseudolabrus,biserialis,4
MF-INB5-4,Scorpididae,Scorpis,aequipinnis,1
MF-INB5-4,Scorpididae,Scorpis,georgiana,1
MF-INB6-1,Serranidae,Caesioperca,rasor,2
MF-INB6-1,Berycidae,Centroberyx,lineatus,2
MF-INB6-1,Labridae,Coris,auricularis,2
MF-INB6-1,Serranidae,Epinephelides,armatus,1
MF-INB6-1,Monacanthidae,Meuschenia,hippocrepis,2
MF-INB6-1,Scorpididae,Neatypus,obliquus,2
MF-INB6-1,Labridae,Ophthalmolepis,lineolatus,10
MF-INB6-1,Labridae,Pseudolabrus,biserialis,6
MF-INB6-2,Labridae,Achoerodus,gouldii,1
MF-INB6-2,Scyliorhinidae,Aulohalaelurus,labiosus,1
MF-INB6-2,Labridae,Bodianus,frenchii,2
MF-INB6-2,Serranidae,Caesioperca,rasor,1
MF-INB6-2,Labridae,Coris,auricularis,2
MF-INB6-2,Dinolestidae,Dinolestes,lewini,65
MF-INB6-2,Muraenidae,Gymnothorax,prasinus,1
MF-INB6-2,Kyphosidae,Kyphosus,sydneyanus,1
MF-INB6-2,Monacanthidae,Meuschenia,flavolineata,2
MF-INB6-2,Monacanthidae,Meuschenia,galii,2
MF-INB6-2,Monacanthidae,Meuschenia,hippocrepis,4
MF-INB6-2,Scorpididae,Neatypus,obliquus,12
MF-INB6-2,Cheilodactylidae,Nemadactylus,valenciennesi,2
MF-INB6-2,Odacidae,Odax,cyanomelas,1
MF-INB6-2,Labridae,Ophthalmolepis,lineolatus,9
MF-INB6-2,Plesiopidae,Paraplesiops,meleagris,1
MF-INB6-2,Carangidae,Pseudocaranx,spp,1
MF-INB6-2,Labridae,Pseudolabrus,biserialis,4
MF-INB6-3,Labridae,Achoerodus,gouldii,1
MF-INB6-3,Labridae,Bodianus,frenchii,1
MF-INB6-3,Serranidae,Caesioperca,rasor,2
MF-INB6-3,Pomacentridae,Chromis,klunzingeri,17
MF-INB6-3,Labridae,Coris,auricularis,2
MF-INB6-3,Dasyatidae,Dasyatis,brevicaudata,1
MF-INB6-3,Muraenidae,Gymnothorax,prasinus,1
MF-INB6-3,Monacanthidae,Meuschenia,flavolineata,2
MF-INB6-3,Monacanthidae,Meuschenia,galii,3
MF-INB6-3,Myliobatidae,Myliobatis,australis,2
MF-INB6-3,Scorpididae,Neatypus,obliquus,9
MF-INB6-3,Cheilodactylidae,Nemadactylus,valenciennesi,1
MF-INB6-3,Labridae,Notolabrus,parilus,1
MF-INB6-3,Odacidae,Odax,cyanomelas,1
MF-INB6-3,Labridae,Ophthalmolepis,lineolatus,17
MF-INB6-3,Serranidae,Othos,dentex,1
MF-INB6-3,Carangidae,Pseudocaranx,spp,3
MF-INB6-3,Labridae,Pseudolabrus,biserialis,3
MF-INB6-3,Rhinobatidae,Trygonorrhina,fasciata,1
MF-INB6-4,Serranidae,Caesioperca,rasor,1
MF-INB6-4,Berycidae,Centroberyx,lineatus,3
MF-INB6-4,Labridae,Coris,auricularis,4
MF-INB6-4,Serranidae,Epinephelides,armatus,3
MF-INB6-4,Monacanthidae,Meuschenia,flavolineata,2
MF-INB6-4,Monacanthidae,Meuschenia,galii,1
MF-INB6-4,Monacanthidae,Meuschenia,hippocrepis,3
MF-INB6-4,Myliobatidae,Myliobatis,australis,1
MF-INB6-4,Scorpididae,Neatypus,obliquus,37
MF-INB6-4,Cheilodactylidae,Nemadactylus,valenciennesi,1
MF-INB6-4,Labridae,Notolabrus,parilus,1
MF-INB6-4,Odacidae,Odax,cyanomelas,1
MF-INB6-4,Labridae,Ophthalmolepis,lineolatus,9
MF-INB6-4,Serranidae,Othos,dentex,1
MF-INB6-4,Carangidae,Pseudocaranx,spp,15
MF-INB6-4,Labridae,Pseudolabrus,biserialis,6
MF-INB6-5,Labridae,Austrolabrus,maculatus,1
MF-INB6-5,Labridae,Coris,auricularis,11
MF-INB6-5,Dinolestidae,Dinolestes,lewini,4
MF-INB6-5,Monacanthidae,Meuschenia,galii,2
MF-INB6-5,Monacanthidae,Meuschenia,hippocrepis,2
MF-INB6-5,Myliobatidae,Myliobatis,australis,1
MF-INB6-5,Scorpididae,Neatypus,obliquus,4
MF-INB6-5,Cheilodactylidae,Nemadactylus,valenciennesi,1
MF-INB6-5,Labridae,Notolabrus,parilus,1
MF-INB6-5,Odacidae,Odax,cyanomelas,2
MF-INB6-5,Labridae,Ophthalmolepis,lineolatus,7
MF-INB6-5,Pempherididae,Pempheris,klunzingeri,1
MF-INB6-5,Labridae,Pictilabrus,laticlavius,1
MF-INB6-5,Carangidae,Pseudocaranx,spp,1
MF-INB6-5,Labridae,Pseudolabrus,biserialis,2
MF-INB7-1,Labridae,Coris,auricularis,7
MF-INB7-1,Gerreidae,Parequula,melbournensis,1
MF-INB7-2,Labridae,Bodianus,frenchii,2
MF-INB7-2,Monacanthidae,Meuschenia,flavolineata,2
MF-INB7-2,Monacanthidae,Meuschenia,galii,1
MF-INB7-2,Monacanthidae,Meuschenia,hippocrepis,3
MF-INB7-2,Myliobatidae,Myliobatis,australis,2
MF-INB7-2,Cheilodactylidae,Nemadactylus,valenciennesi,3
MF-INB7-2,Labridae,Notolabrus,parilus,1
MF-INB7-2,Odacidae,Odax,cyanomelas,1
MF-INB7-2,Labridae,Ophthalmolepis,lineolatus,18
MF-INB7-2,Orectolobidae,Orectolobus,maculatus,2
MF-INB7-2,Sparidae,Pagrus,auratus,1
MF-INB7-2,Carangidae,Pseudocaranx,spp,1
MF-INB7-2,Labridae,Pseudolabrus,biserialis,4
MF-INB7-2,Scorpididae,Scorpis,georgiana,2
MF-INB7-2,Carangidae,Seriola,hippos,1
MF-INB7-2,Scorpididae,Tilodon,sexfasciatus,1
MF-INB7-3,Monacanthidae,Acanthaluteres,spilomelanurus,1
MF-INB7-3,Scyliorhinidae,Aulohalaelurus,labiosus,1
MF-INB7-3,Pomacentridae,Chromis,klunzingeri,5
MF-INB7-3,Labridae,Coris,auricularis,17
MF-INB7-3,Dasyatidae,Dasyatis,brevicaudata,1
MF-INB7-3,Heterodontidae,Heterodontus,portusjacksoni,1
MF-INB7-3,Scorpididae,Neatypus,obliquus,10
MF-INB7-3,Labridae,Notolabrus,parilus,2
MF-INB7-3,Labridae,Ophthalmolepis,lineolatus,14
MF-INB7-3,Labridae,Pictilabrus,laticlavius,1
MF-INB7-3,Labridae,Pseudolabrus,biserialis,3
MF-INB7-3,Carangidae,Seriola,hippos,1
MF-INB7-3,Mullidae,Upeneichthys,vlamingii,1
MF-INB7-4,Labridae,Coris,auricularis,7
MF-INB7-4,Myliobatidae,Myliobatis,australis,2
MF-INB7-4,Gerreidae,Parequula,melbournensis,5
MF-INB7-4,Platycephalidae,Platycephalus,spp,2
MF-INB7-5,Labridae,Bodianus,frenchii,1
MF-INB7-5,Dasyatidae,Dasyatis,brevicaudata,1
MF-INB7-5,Dinolestidae,Dinolestes,lewini,1
MF-INB7-5,Muraenidae,Gymnothorax,woodwardi,1
MF-INB7-5,Labridae,Notolabrus,parilus,1
MF-INB7-5,Odacidae,Odax,cyanomelas,2
MF-INB7-5,Labridae,Ophthalmolepis,lineolatus,12
MF-INB7-5,Labridae,Pseudolabrus,biserialis,2
MF-WC002,Labridae,Coris,auricularis,4
MF-WC002,Triakidae,Mustelus,antarcticus,1
MF-WC002,Scorpididae,Neatypus,obliquus,5
MF-WC002,Labridae,Ophthalmolepis,lineolatus,4
MF-WC002,Gerreidae,Parequula,melbournensis,1
MF-WC002,Carangidae,Pseudocaranx,spp,4
MF-WC003,Serranidae,Caesioperca,sp,6
MF-WC003,Labridae,Cirrhilabrus,temminckii,1
MF-WC003,Labridae,Coris,auricularis,21
MF-WC003,Myliobatidae,Myliobatis,australis,2
MF-WC003,Labridae,Ophthalmolepis,lineolatus,2
MF-WC003,Gerreidae,Parequula,melbournensis,1
MF-WC003,Scorpididae,Tilodon,sexfasciatus,1
MF-WC003,Mullidae,Upeneichthys,vlamingii,4
MF-WC004,Labridae,Coris,auricularis,2
MF-WC004,Myliobatidae,Myliobatis,australis,2
MF-WC004,Platycephalidae,Platycephalus,spp,1
MF-WC004,Carangidae,Pseudocaranx,spp,1
MF-WC004,Sillaginidae,Sillaginodes,punctata,2
MF-WC004,Rhinobatidae,Trygonorrhina,fasciata,1
MF-WC005,Aplodactylidae,Aplodactylus,westralis,1
MF-WC005,Labridae,Bodianus,frenchii,1
MF-WC005,Serranidae,Caesioperca,rasor,3
MF-WC005,Serranidae,Caesioperca,sp,1
MF-WC005,Chaetodontidae,Chelmonops,curiosus,1
MF-WC005,Pomacentridae,Chromis,klunzingeri,5
MF-WC005,Labridae,Coris,auricularis,1
MF-WC005,Enoplosidae,Enoplosus,armatus,2
MF-WC005,Monacanthidae,Meuschenia,freycineti,2
MF-WC005,Monacanthidae,Meuschenia,galii,2
MF-WC005,Monacanthidae,Meuschenia,hippocrepis,1
MF-WC005,Scorpididae,Neatypus,obliquus,4
MF-WC005,Cheilodactylidae,Nemadactylus,valenciennesi,1
MF-WC005,Labridae,Notolabrus,parilus,1
MF-WC005,Labridae,Ophthalmolepis,lineolatus,5
MF-WC005,Pomacentridae,Parma,mccullochi,1
MF-WC005,Carangidae,Pseudocaranx,spp,44
MF-WC005,Labridae,Pseudolabrus,biserialis,3
MF-WC005,Scorpididae,Tilodon,sexfasciatus,1
MF-WC005,Plesiopidae,Trachinops,noarlungae,9
MF-WC007,Diodontidae,Allomycterus,pilatus,1
MF-WC007,Serranidae,Caesioperca,sp,6
MF-WC007,Labridae,Coris,auricularis,6
MF-WC007,Myliobatidae,Myliobatis,australis,1
MF-WC007,Labridae,Ophthalmolepis,lineolatus,5
MF-WC007,Gerreidae,Parequula,melbournensis,1
MF-WC007,Platycephalidae,Platycephalus,spp,1
MF-WC007,Carangidae,Pseudocaranx,spp,10
MF-WC007,Mullidae,Upeneichthys,vlamingii,1
MF-WC008,Labridae,Coris,auricularis,21
MF-WC008,Dasyatidae,Dasyatis,brevicaudata,1
MF-WC008,Muraenidae,Gymnothorax,prasinus,1
MF-WC008,Labridae,Ophthalmolepis,lineolatus,3
MF-WC008,Sparidae,Pagrus,auratus,3
MF-WC008,Platycephalidae,Platycephalus,spp,1
MF-WC008,Rhinobatidae,Trygonorrhina,fasciata,1
MF-WC009,Aplodactylidae,Aplodactylus,westralis,1
MF-WC009,Labridae,Coris,auricularis,2
MF-WC009,Monacanthidae,Meuschenia,galii,2
MF-WC009,Scorpididae,Neatypus,obliquus,1
MF-WC009,Labridae,Notolabrus,parilus,2
MF-WC009,Odacidae,Odax,cyanomelas,1
MF-WC009,Labridae,Ophthalmolepis,lineolatus,18
MF-WC009,Pempherididae,Pempheris,klunzingeri,33
MF-WC009,Labridae,Pseudolabrus,biserialis,1
MF-WC010,Labridae,Austrolabrus,maculatus,2
MF-WC010,Labridae,Coris,auricularis,4
MF-WC010,Labridae,Eupetrichthys,angustipes,1
MF-WC010,Labridae,Ophthalmolepis,lineolatus,2
MF-WC010,Gerreidae,Parequula,melbournensis,2
MF-WC010,Rhinobatidae,Trygonorrhina,fasciata,1
MF-WC010,Mullidae,Upeneichthys,vlamingii,1
MF-WC011,Serranidae,Caesioperca,rasor,1
MF-WC011,Labridae,Choerodon,rubescens,1
MF-WC011,Labridae,Coris,auricularis,1
MF-WC011,Dasyatidae,Dasyatis,brevicaudata,1
MF-WC011,Triakidae,Furgaleus,macki,1
MF-WC011,Myliobatidae,Myliobatis,australis,1
MF-WC011,Cheilodactylidae,Nemadactylus,valenciennesi,1
MF-WC011,Labridae,Ophthalmolepis,lineolatus,5
MF-WC011,Carangidae,Pseudocaranx,spp,4
MF-WC011,Labridae,Pseudolabrus,biserialis,2
MF-WC013,Labridae,Bodianus,frenchii,1
MF-WC013,Labridae,Coris,auricularis,2
MF-WC013,Girellidae,Girella,zebra,1
MF-WC013,Muraenidae,Gymnothorax,prasinus,1
MF-WC013,Monacanthidae,Meuschenia,galii,1
MF-WC013,Monacanthidae,Meuschenia,hippocrepis,1
MF-WC013,Myliobatidae,Myliobatis,australis,1
MF-WC013,Labridae,Notolabrus,parilus,1
MF-WC013,Odacidae,Odax,cyanomelas,2
MF-WC013,Labridae,Ophthalmolepis,lineolatus,12
MF-WC013,Serranidae,Othos,dentex,1
MF-WC013,Pomacentridae,Parma,victoriae,1
MF-WC013,Labridae,Pictilabrus,laticlavius,2
MF-WC013,Carangidae,Pseudocaranx,spp,1
MF-WC013,Labridae,Pseudolabrus,biserialis,3
MF-WC014,Labridae,Bodianus,frenchii,1
MF-WC014,Dinolestidae,Dinolestes,lewini,2
MF-WC014,Muraenidae,Gymnothorax,woodwardi,1
MF-WC014,Kyphosidae,Kyphosus,sydneyanus,1
MF-WC014,Monacanthidae,Meuschenia,flavolineata,2
MF-WC014,Monacanthidae,Meuschenia,galii,1
MF-WC014,Monacanthidae,Meuschenia,hippocrepis,2
MF-WC014,Labridae,Notolabrus,parilus,1
MF-WC014,Odacidae,Odax,cyanomelas,1
MF-WC014,Labridae,Ophthalmolepis,lineolatus,9
MF-WC014,Pomacentridae,Parma,mccullochi,1
MF-WC014,Carangidae,Pseudocaranx,spp,3
MF-WC014,Labridae,Pseudolabrus,biserialis,3
MF-WC014,Scorpididae,Scorpis,aequipinnis,1
MF-WC014,Scorpididae,Scorpis,georgiana,1
MF-WC016,Myliobatidae,Myliobatis,australis,1
MF-WC016,Platycephalidae,Platycephalus,spp,5
MF-WC017,Gerreidae,Parequula,melbournensis,1
MF-WC017,Platycephalidae,Platycephalus,spp,2
MF-WC017,Urolophidae,Trygonoptera,mucosa,1
MF-WC020,Labridae,Achoerodus,gouldii,1
MF-WC020,Aulopidae,Aulopus,purpurissatus,1
MF-WC020,Serranidae,Caesioperca,rasor,1
MF-WC020,Labridae,Coris,auricularis,1
MF-WC020,Dasyatidae,Dasyatis,brevicaudata,1
MF-WC020,Heterodontidae,Heterodontus,portusjacksoni,2
MF-WC020,Monacanthidae,Meuschenia,flavolineata,2
MF-WC020,Monacanthidae,Meuschenia,hippocrepis,1
MF-WC020,Cheilodactylidae,Nemadactylus,valenciennesi,1
MF-WC020,Labridae,Notolabrus,parilus,2
MF-WC020,Odacidae,Odax,cyanomelas,1
MF-WC020,Labridae,Ophthalmolepis,lineolatus,5
MF-WC020,Serranidae,Othos,dentex,1
MF-WC020,Carangidae,Pseudocaranx,spp,6
MF-WC020,Labridae,Pseudolabrus,biserialis,3
MF-WC020,Mullidae,Upeneichthys,vlamingii,1
MF-WC021,Diodontidae,Allomycterus,pilatus,1
MF-WC021,Labridae,Coris,auricularis,41
MF-WC021,Dasyatidae,Dasyatis,brevicaudata,1
MF-WC021,Scorpididae,Neatypus,obliquus,5
MF-WC021,Labridae,Ophthalmolepis,lineolatus,9
MF-WC021,Gerreidae,Parequula,melbournensis,1
MF-WC021,Carangidae,Pseudocaranx,spp,3
MF-WC021,Mullidae,Upeneichthys,vlamingii,1
MF-WC022,Labridae,Bodianus,frenchii,1
MF-WC022,Labridae,Coris,auricularis,1
MF-WC022,Muraenidae,Gymnothorax,prasinus,1
MF-WC022,Kyphosidae,Kyphosus,sydneyanus,1
MF-WC022,Monacanthidae,Meuschenia,flavolineata,2
MF-WC022,Monacanthidae,Meuschenia,galii,1
MF-WC022,Monacanthidae,Meuschenia,hippocrepis,2
MF-WC022,Myliobatidae,Myliobatis,australis,1
MF-WC022,Scorpididae,Neatypus,obliquus,12
MF-WC022,Cheilodactylidae,Nemadactylus,valenciennesi,1
MF-WC022,Labridae,Notolabrus,parilus,2
MF-WC022,Odacidae,Odax,cyanomelas,1
MF-WC022,Labridae,Ophthalmolepis,lineolatus,9
MF-WC022,Plesiopidae,Paraplesiops,meleagris,2
MF-WC022,Carangidae,Pseudocaranx,spp,2
MF-WC022,Labridae,Pseudolabrus,biserialis,5
MF-WC022,Rhinobatidae,Trygonorrhina,fasciata,1
MF-WC023,Serranidae,Caesioperca,sp,17
MF-WC023,Pomacentridae,Chromis,klunzingeri,10
MF-WC023,Labridae,Coris,auricularis,1
MF-WC023,Scorpididae,Neatypus,obliquus,15
MF-WC023,Labridae,Ophthalmolepis,lineolatus,6
MF-WC023,Gerreidae,Parequula,melbournensis,3
MF-WC023,Carangidae,Pseudocaranx,spp,2
MF-WC023,Labridae,Pseudolabrus,biserialis,2
MF-WC023,Mullidae,Upeneichthys,vlamingii,3
MF-WC025,Rhinobatidae,Aptychotrema,vincentiana,1
MF-WC025,Serranidae,Caesioperca,rasor,2
MF-WC025,Serranidae,Caesioperca,sp,1
MF-WC025,Labridae,Coris,auricularis,3
MF-WC025,Monacanthidae,Meuschenia,hippocrepis,1
MF-WC025,Cheilodactylidae,Nemadactylus,valenciennesi,2
MF-WC025,Labridae,Ophthalmolepis,lineolatus,9
MF-WC025,Carangidae,Pseudocaranx,spp,3
MF-WC025,Labridae,Pseudolabrus,biserialis,3
MF-WC025,Scorpididae,Tilodon,sexfasciatus,1
MF-WC026,Aulopidae,Aulopus,purpurissatus,1
MF-WC026,Labridae,Bodianus,frenchii,1
MF-WC026,Labridae,Coris,auricularis,2
MF-WC026,Monacanthidae,Meuschenia,galii,2
MF-WC026,Monacanthidae,Meuschenia,hippocrepis,2
MF-WC026,Cheilodactylidae,Nemadactylus,valenciennesi,1
MF-WC026,Labridae,Notolabrus,parilus,2
MF-WC026,Odacidae,Odax,cyanomelas,1
MF-WC026,Labridae,Ophthalmolepis,lineolatus,6
MF-WC026,Pomacentridae,Parma,mccullochi,1
MF-WC026,Platycephalidae,Platycephalus,spp,1
MF-WC026,Carangidae,Pseudocaranx,spp,2
MF-WC026,Labridae,Pseudolabrus,biserialis,3
MF-WC026,Mullidae,Upeneichthys,vlamingii,1
MF-WC027,Labridae,Coris,auricularis,60
MF-WC027,Cheilodactylidae,Nemadactylus,valenciennesi,2
MF-WC027,Labridae,Ophthalmolepis,lineolatus,3
MF-WC027,Carangidae,Pseudocaranx,spp,5
MF-WC027,Labridae,Pseudolabrus,biserialis,1
MF-WC027,Carangidae,Seriola,hippos,1
MF-WC027,Scorpididae,Tilodon,sexfasciatus,1
MF-WC029,Ostraciidae,Anoplocapros,lenticularis,1
MF-WC029,Labridae,Coris,auricularis,4
MF-WC029,Labridae,Eupetrichthys,angustipes,1
MF-WC029,Heterodontidae,Heterodontus,portusjacksoni,1
MF-WC029,Monacanthidae,Meuschenia,venusta,3
MF-WC029,Labridae,Ophthalmolepis,lineolatus,6
MF-WC029,Gerreidae,Parequula,melbournensis,4
MF-WC029,Carangidae,Pseudocaranx,spp,1
MF-WC029,Labridae,Pseudolabrus,biserialis,2
MF-WC029,Urolophidae,Trygonoptera,mucosa,1
MF-WC029,Mullidae,Upeneichthys,vlamingii,1
MF-WC030,Labridae,Coris,auricularis,5
MF-WC030,Myliobatidae,Myliobatis,australis,1
MF-WC030,Scorpaenidae,Neosebastes,pandus,1
MF-WC030,Gerreidae,Parequula,melbournensis,1
MF-WC030,Platycephalidae,Platycephalus,spp,3
MF-WC031,Labridae,Coris,auricularis,7
MF-WC031,Myliobatidae,Myliobatis,australis,1
MF-WC031,Rhinobatidae,Trygonorrhina,fasciata,1
MF-WC033,Labridae,Coris,auricularis,3
MF-WC033,Labridae,Eupetrichthys,angustipes,1
MF-WC033,Myliobatidae,Myliobatis,australis,1
MF-WC034,Labridae,Coris,auricularis,4
MF-WC034,Myliobatidae,Myliobatis,australis,1
MF-WC034,Labridae,Ophthalmolepis,lineolatus,3
MF-WC034,Gerreidae,Parequula,melbournensis,1
MF-WC034,Platycephalidae,Platycephalus,spp,2
MF-WC034,Carangidae,Pseudocaranx,spp,8
MF-WC034,Carangidae,Trachurus,novaezelandiae,1
MF-WC034,Urolophidae,Trygonoptera,mucosa,1
MF-WC035,Serranidae,Caesioperca,sp,2
MF-WC035,Pomacentridae,Chromis,klunzingeri,4
MF-WC035,Labridae,Coris,auricularis,3
MF-WC035,Dasyatidae,Dasyatis,brevicaudata,1
MF-WC035,Monacanthidae,Meuschenia,galii,2
MF-WC035,Scorpididae,Neatypus,obliquus,10
MF-WC035,Cheilodactylidae,Nemadactylus,valenciennesi,1
MF-WC035,Labridae,Notolabrus,parilus,1
MF-WC035,Labridae,Ophthalmolepis,lineolatus,10
MF-WC035,Carangidae,Pseudocaranx,spp,2
MF-WC035,Labridae,Pseudolabrus,biserialis,1
MF-WC035,Scorpididae,Tilodon,sexfasciatus,1
MF-WC035,Mullidae,Upeneichthys,vlamingii,1
MF-WC036,Aulopidae,Aulopus,purpurissatus,1
MF-WC036,Labridae,Bodianus,frenchii,2
MF-WC036,Labridae,Coris,auricularis,1
MF-WC036,Dasyatidae,Dasyatis,brevicaudata,2
MF-WC036,Girellidae,Girella,zebra,1
MF-WC036,Muraenidae,Gymnothorax,prasinus,1
MF-WC036,Muraenidae,Gymnothorax,woodwardi,1
MF-WC036,Monacanthidae,Meuschenia,flavolineata,1
MF-WC036,Monacanthidae,Meuschenia,galii,2
MF-WC036,Monacanthidae,Meuschenia,hippocrepis,2
MF-WC036,Myliobatidae,Myliobatis,australis,1
MF-WC036,Scorpididae,Neatypus,obliquus,2
MF-WC036,Cheilodactylidae,Nemadactylus,valenciennesi,1
MF-WC036,Labridae,Notolabrus,parilus,2
MF-WC036,Odacidae,Odax,cyanomelas,1
MF-WC036,Labridae,Ophthalmolepis,lineolatus,11
MF-WC036,Carangidae,Pseudocaranx,spp,2
MF-WC036,Labridae,Pseudolabrus,biserialis,2
MF-WC036,Rhinobatidae,Trygonorrhina,fasciata,1
MF-WC038,Labridae,Achoerodus,gouldii,1
MF-WC038,Ostraciidae,Anoplocapros,lenticularis,1
MF-WC038,Labridae,Bodianus,frenchii,1
MF-WC038,Serranidae,Caesioperca,rasor,2
MF-WC038,Dinolestidae,Dinolestes,lewini,25
MF-WC038,Serranidae,Epinephelides,armatus,1
MF-WC038,Glaucosomatidae,Glaucosoma,hebraicum,1
MF-WC038,Kyphosidae,Kyphosus,sydneyanus,1
MF-WC038,Monacanthidae,Meuschenia,galii,3
MF-WC038,Monacanthidae,Meuschenia,hippocrepis,5
MF-WC038,Myliobatidae,Myliobatis,australis,1
MF-WC038,Scorpididae,Neatypus,obliquus,10
MF-WC038,Cheilodactylidae,Nemadactylus,valenciennesi,2
MF-WC038,Labridae,Notolabrus,parilus,2
MF-WC038,Odacidae,Odax,cyanomelas,1
MF-WC038,Labridae,Ophthalmolepis,lineolatus,3
MF-WC038,Plesiopidae,Paraplesiops,meleagris,1
MF-WC038,Pomacentridae,Parma,mccullochi,2
MF-WC038,Pempherididae,Pempheris,klunzingeri,1
MF-WC038,Carangidae,Pseudocaranx,spp,5
MF-WC038,Labridae,Pseudolabrus,biserialis,5
MF-WC038,Scorpididae,Scorpis,georgiana,2
MF-WC039,Ostraciidae,Anoplocapros,lenticularis,1
MF-WC039,Labridae,Coris,auricularis,3
MF-WC039,Labridae,Eupetrichthys,angustipes,1
MF-WC039,Heterodontidae,Heterodontus,portusjacksoni,1
MF-WC039,Tetraodontidae,Lagocephalus,sceleratus,1
MF-WC039,Gerreidae,Parequula,melbournensis,2
MF-WC039,Carangidae,Trachurus,novaezelandiae,5
MF-WC039,Rhinobatidae,Trygonorrhina,fasciata,1
MF-WC039,Mullidae,Upeneichthys,vlamingii,1
MF-WC039,Zeidae,Zeus,faber,1
MF-WC040,Ostraciidae,Anoplocapros,lenticularis,1
MF-WC040,Labridae,Coris,auricularis,2
MF-WC040,Labridae,Eupetrichthys,angustipes,3
MF-WC040,Monacanthidae,Meuschenia,hippocrepis,1
MF-WC040,Sparidae,Pagrus,auratus,1
MF-WC040,Carangidae,Pseudocaranx,spp,13
MF-WC041,Labridae,Coris,auricularis,6
MF-WC041,Monacanthidae,Nelusetta,ayraudi,1
MF-WC041,Gerreidae,Parequula,melbournensis,1
MF-WC041,Platycephalidae,Platycephalus,spp,2
